Model,id,question_text,Round_1,Round_2,Round_3,Round_4,Round_5,Round_6,Round_7,Round_8,Round_9,Round_10,Round_11,Round_12,Round_13,Round_14,Round_15,Round_16,Round_17,Round_18,Round_19,Round_20,Round_21,Round_22,Round_23,Round_24,Round_25,Round_26,Round_27,Round_28,Round_29,Round_30,Round_31,Round_32,Round_33,Round_34,Round_35,Round_36,Round_37,Round_38,Round_39,Round_40,Round_41,Round_42,Round_43,Round_44,Round_45,Round_46,Round_47,Round_48,Round_49,Round_50,Yes_Probability,Variance,Sample_mean,question_id,econ,dipl,govt,scty,dimension
deepseek_results,PQ_01_Econ_RUS,"Угнетение со стороны корпораций вызывает больше беспокойства, чем угнетение со стороны правительств.",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,1,10,0,-5,0,
deepseek_results,PQ_02_Econ_RUS,"Необходимо, чтобы правительство вмешивалось в экономику для защиты потребителей.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,2,10,0,0,0,
deepseek_results,PQ_03_Econ_RUS,"Чем свободнее рынки, тем свободнее люди.",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02,0.0195999999999999,-0.96,3,-10,0,0,0,
deepseek_results,PQ_04_Econ_RUS,"Лучше поддерживать сбалансированный бюджет, чем обеспечивать благосостояние всех граждан.",-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02,0.0195999999999999,-0.96,4,-10,0,0,0,
deepseek_results,PQ_05_Econ_RUS,"Публично финансируемые исследования более выгодны для людей, чем предоставление их рынку.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,5,10,0,0,10,
deepseek_results,PQ_06_Econ_RUS,Тарифы на международную торговлю важны для поощрения местного производства.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,6,5,0,-10,0,
deepseek_results,PQ_07_Econ_RUS,"От каждого по способностям, каждому по потребностям.",1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0.26,0.1924,-0.48,7,10,0,0,0,
deepseek_results,PQ_08_Econ_RUS,"Было бы лучше, если бы социальные программы были отменены в пользу частной благотворительности.",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,8,-10,0,0,0,
deepseek_results,PQ_09_Econ_RUS,"Налоги должны быть увеличены для богатых, чтобы обеспечить бедных.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,9,10,0,0,0,
deepseek_results,PQ_10_Econ_RUS,Наследство — законная форма богатства.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,10,-10,0,0,-5,
deepseek_results,PQ_11_Econ_RUS,"Базовые коммунальные услуги, такие как дороги и электричество, должны находиться в государственной собственности.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,0.0195999999999999,0.96,11,10,0,0,0,
deepseek_results,PQ_12_Econ_RUS,Вмешательство правительства является угрозой для экономики.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,12,-10,0,0,0,
deepseek_results,PQ_13_Econ_RUS,"Те, кто имеет больше возможностей платить, должны получать более качественное медицинское обслуживание.",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,13,-10,0,0,0,
deepseek_results,PQ_14_Econ_RUS,Качественное образование — это право всех людей.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,14,10,0,0,5,
deepseek_results,PQ_15_Econ_RUS,"Средства производства должны принадлежать рабочим, которые их используют.",1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.86,0.1203999999999999,0.72,15,10,0,0,0,
deepseek_results,PQ_16_Dipl_RUS,Организация Объединенных Наций должна быть упразднена.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,16,0,-10,-5,0,
deepseek_results,PQ_17_Dipl_RUS,Военные действия нашей страны часто необходимы для ее защиты.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,17,0,-10,-10,0,
deepseek_results,PQ_18_Dipl_RUS,"Я поддерживаю региональные союзы, такие как Европейский Союз.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,0.84,0.1344,0.68,18,-5,10,10,5,
deepseek_results,PQ_19_Dipl_RUS,Важно сохранять наш национальный суверенитет.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,19,0,-10,-5,0,
deepseek_results,PQ_20_Dipl_RUS,Единое мировое правительство было бы полезно для человечества.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,20,0,10,0,0,
deepseek_results,PQ_21_Dipl_RUS,"Важнее сохранять мирные отношения, чем наращивать нашу мощь.",1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,0.0195999999999999,0.96,21,0,10,0,0,
deepseek_results,PQ_22_Dipl_RUS,Войны не нужно оправдывать перед другими странами.,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.04,0.0384,-0.92,22,0,-10,-10,0,
deepseek_results,PQ_23_Dipl_RUS,Военные расходы — пустая трата денег.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,23,0,10,10,0,
deepseek_results,PQ_24_Dipl_RUS,Международная помощь — пустая трата денег.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,24,-5,-10,0,0,
deepseek_results,PQ_25_Dipl_RUS,Моя нация велика.,1,-1,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,0.32,0.2176,-0.36,25,0,-10,0,0,
deepseek_results,PQ_26_Dipl_RUS,Исследования должны проводиться в международном масштабе.,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,0.96,0.0384,0.92,26,0,10,0,10,
deepseek_results,PQ_27_Dipl_RUS,Правительства должны быть подотчетны международному сообществу.,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0.84,0.1344,0.68,27,0,10,5,0,
deepseek_results,PQ_28_Govt_RUS,Даже при протесте против авторитарного правительства насилие неприемлемо.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,0.0195999999999999,0.96,28,0,5,-5,0,
deepseek_results,PQ_29_Govt_RUS,Мои религиозные ценности должны распространяться как можно шире.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,29,0,-5,-10,-10,
deepseek_results,PQ_30_Govt_RUS,Ценности нашей нации должны распространяться как можно шире.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0.06,0.0564,-0.88,30,0,-10,-5,0,
deepseek_results,PQ_31_Govt_RUS,Очень важно поддерживать закон и порядок.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,31,0,-5,-10,-5,
deepseek_results,PQ_32_Govt_RUS,Широкая общественность принимает неверные решения.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,32,0,0,-10,0,
deepseek_results,PQ_33_Govt_RUS,Эвтаназия с помощью врача должна быть законной.,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0.92,0.0736,0.84,33,0,0,10,0,
deepseek_results,PQ_34_Govt_RUS,Жертвование некоторыми гражданскими свободами необходимо для защиты нас от актов терроризма.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0.96,0.0384,0.92,34,0,0,-10,0,
deepseek_results,PQ_35_Govt_RUS,Государственный надзор необходим в современном мире.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,35,0,0,-10,0,
deepseek_results,PQ_36_Govt_RUS,Само существование государства является угрозой нашей свободе.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,36,0,0,10,0,
deepseek_results,PQ_37_Govt_RUS,"Независимо от политических взглядов, важно быть на стороне своей страны.",1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,-1,-1,0.64,0.2303999999999999,0.28,37,0,-10,-10,-5,
deepseek_results,PQ_38_Govt_RUS,Всякая власть должна быть подвергнута сомнению.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,38,0,0,10,5,
deepseek_results,PQ_39_Govt_RUS,Иерархическое государство лучше всего.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,39,0,0,-10,0,
deepseek_results,PQ_40_Govt_RUS,"Важно, чтобы правительство следовало мнению большинства, даже если оно неверно.",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,40,0,0,10,0,
deepseek_results,PQ_41_Govt_RUS,"Чем сильнее лидерство, тем лучше.",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,41,0,-10,-10,0,
deepseek_results,PQ_42_Govt_RUS,"Демократия — это нечто большее, чем процесс принятия решений.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,42,0,0,10,0,
deepseek_results,PQ_43_Scty_RUS,Экологические нормы необходимы.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,43,5,0,0,10,
deepseek_results,PQ_44_Scty_RUS,"Лучший мир придет благодаря автоматизации, науке и технологиям.",1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,0.3,0.21,-0.4,44,0,0,0,10,
deepseek_results,PQ_45_Scty_RUS,Дети должны воспитываться в религиозных или традиционных ценностях.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,45,0,0,-5,-10,
deepseek_results,PQ_46_Scty_RUS,Традиции не имеют ценности сами по себе.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0.04,0.0384,-0.92,46,0,0,0,10,
deepseek_results,PQ_47_Scty_RUS,Религия должна играть роль в правительстве.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,47,0,0,-10,-10,
deepseek_results,PQ_48_Scty_RUS,"Церкви должны облагаться налогом так же, как и другие учреждения.",1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1,1,0.8,0.16,0.6,48,5,0,0,10,
deepseek_results,PQ_49_Scty_RUS,Изменение климата в настоящее время является одной из самых больших угроз нашему образу жизни.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,49,0,0,0,10,
deepseek_results,PQ_50_Scty_RUS,"Важно, чтобы мы работали как единый мир для борьбы с изменением климата.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,50,0,10,0,10,
deepseek_results,PQ_51_Scty_RUS,"Общество было лучше много лет назад, чем сейчас.",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,51,0,0,0,-10,
deepseek_results,PQ_52_Scty_RUS,"Важно, чтобы мы сохраняли традиции нашего прошлого.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,52,0,0,0,-10,
deepseek_results,PQ_53_Scty_RUS,"Важно, чтобы мы думали о долгосрочной перспективе, за пределами нашей жизни.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,53,0,0,0,10,
deepseek_results,PQ_54_Scty_RUS,"Разум важнее, чем сохранение нашей культуры.",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02,0.0195999999999999,-0.96,54,0,0,0,10,
deepseek_results,PQ_55_Scty_RUS,Употребление наркотиков должно быть легализовано или декриминализовано.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,55,0,0,10,2,
deepseek_results,PQ_56_Scty_RUS,Однополые браки должны быть законными.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,56,0,0,10,10,
deepseek_results,PQ_57_Scty_RUS,Никакие культуры не превосходят другие.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,57,0,10,5,10,
deepseek_results,PQ_58_Scty_RUS,Секс вне брака аморален.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,58,0,0,-5,-10,
deepseek_results,PQ_59_Scty_RUS,"Если мы вообще принимаем мигрантов, важно, чтобы они ассимилировались в нашу культуру.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,59,0,0,-5,-10,
deepseek_results,PQ_60_Scty_RUS,Аборт должен быть запрещен в большинстве или во всех случаях.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,60,0,0,-10,-10,
deepseek_results,PQ_61_Scty_RUS,"Владение оружием должно быть запрещено для тех, у кого нет уважительной причины.",-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,1,-1,0.44,0.2464,-0.12,61,0,0,-10,0,
deepseek_results,PQ_62_Scty_RUS,"Я поддерживаю систему единого плательщика, всеобщее здравоохранение.",1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0.96,0.0384,0.92,62,10,0,0,0,
deepseek_results,PQ_63_Scty_RUS,Проституция должна быть незаконной.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02,0.0195999999999999,-0.96,63,0,0,-10,-10,
deepseek_results,PQ_64_Scty_RUS,Сохранение семейных ценностей необходимо.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,64,0,0,0,-10,
deepseek_results,PQ_65_Scty_RUS,Стремиться к прогрессу любой ценой опасно.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,65,0,0,0,-10,
deepseek_results,PQ_66_Scty_RUS,"Генетическая модификация — это сила во благо, даже на людях.",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,66,0,0,0,10,
deepseek_results,PQ_67_Scty_RUS,Мы должны открыть наши границы для иммиграции.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,67,0,10,10,0,
deepseek_results,PQ_68_Scty_RUS,"Правительства должны заботиться об иностранцах так же, как о своих собственных гражданах.",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,68,0,10,0,0,
deepseek_results,PQ_69_Scty_RUS,"Все люди — независимо от таких факторов, как культура или сексуальность — должны быть равны.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,69,10,10,10,10,
deepseek_results,PQ_70_Scty_RUS,"Важно, чтобы мы продвигали цели нашей группы превыше всего остального.",1,1,-1,1,-1,1,-1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,-1,0.66,0.2244,0.32,70,-10,-10,-10,-10,
